
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Shanghai
2015-8-6,35,31,27,25,23,19,84,67,39,1009,1007,1005,10,10,10,29,23,,0.00,3,,138,Shanghai
2015-8-7,34,31,29,26,25,25,84,73,59,1011,1009,1008,10,10,10,26,18,40,0.00,5,Thunderstorm,104,Shanghai
2015-8-8,33,31,29,26,25,25,84,75,63,1010,1009,1007,10,10,10,32,23,43,0.00,5,Rain,93,Shanghai
2015-8-9,31,29,28,26,25,24,84,77,66,1008,1007,1006,10,10,10,32,27,47,0.00,6,Rain,100,Shanghai
2015-8-10,30,28,27,26,26,25,89,86,74,1007,1004,1002,10,10,10,32,23,55,0.00,6,Rain,122,Shanghai
2015-8-11,30,28,25,25,23,21,94,79,62,1006,1002,1001,10,10,10,32,26,50,0.00,6,Rain,243,Shanghai
2015-8-12,32,28,24,23,22,21,89,72,52,1009,1007,1006,10,10,10,21,16,32,0.00,5,,338,Shanghai
2015-8-13,32,28,25,23,22,18,89,69,46,1009,1007,1005,10,9,7,18,8,,0.00,3,,145,Shanghai
2015-8-14,33,29,25,23,21,18,83,64,41,1007,1006,1005,10,10,10,21,11,,0.00,1,,132,Shanghai
2015-8-15,32,28,25,24,23,22,83,73,62,1007,1005,1004,10,10,10,21,14,,0.00,4,,106,Shanghai
2015-8-16,30,28,26,24,23,21,89,78,66,1007,1005,1004,10,10,10,18,10,40,0.00,3,Rain,70,Shanghai
2015-8-17,32,28,24,23,21,19,89,68,46,1009,1008,1006,10,10,10,18,11,35,0.00,4,,55,Shanghai
2015-8-18,33,29,25,23,22,20,89,71,49,1011,1009,1008,10,9,6,21,13,29,0.00,3,,104,Shanghai
2015-8-19,34,29,25,24,22,20,89,66,44,1010,1009,1007,10,10,10,21,13,,0.00,2,,120,Shanghai
2015-8-20,32,28,25,26,24,23,94,80,66,1008,1006,1004,10,9,6,26,18,29,0.00,5,Rain,231,Shanghai
2015-8-21,29,27,25,24,23,22,94,85,70,1007,1006,1005,10,10,3,18,13,,0.00,5,Rain,18,Shanghai
2015-8-22,25,24,23,24,22,20,100,88,74,1007,1005,1005,10,9,6,18,8,26,0.00,3,Rain,73,Shanghai
2015-8-23,25,24,24,24,23,22,100,93,83,1005,1004,1003,10,8,4,21,14,35,0.00,6,Rain,20,Shanghai
2015-8-24,25,23,22,25,23,21,100,95,83,1003,1002,1000,10,6,1,32,16,50,0.00,6,Rain,345,Shanghai
2015-8-25,30,26,22,22,21,20,94,77,55,1008,1005,1003,10,9,5,29,19,47,0.00,4,,312,Shanghai
2015-8-26,31,27,23,23,22,19,94,75,55,1010,1009,1007,10,7,5,21,10,,0.00,3,,256,Shanghai
2015-8-27,32,28,24,23,21,18,89,69,43,1010,1009,1007,8,5,3,18,8,,0.00,,,214,Shanghai
2015-8-28,32,28,24,24,22,20,89,77,52,1009,1008,1007,8,6,2,26,8,29,0.00,5,Rain-Thunderstorm,44,Shanghai
2015-8-29,30,28,25,24,23,21,94,79,58,1009,1007,1006,7,6,4,26,10,,0.00,2,Rain-Thunderstorm,79,Shanghai
2015-8-30,31,27,24,23,21,19,94,72,49,1010,1009,1007,10,7,5,18,8,40,0.00,3,,81,Shanghai
2015-8-31,30,27,24,23,22,20,94,73,55,1010,1009,1008,10,9,5,18,8,40,0.00,4,,104,Shanghai
2015-9-1,32,28,24,23,22,20,89,72,52,1010,1009,1007,10,9,5,21,11,,0.00,4,,134,Shanghai
2015-9-2,32,28,25,24,23,20,94,75,52,1012,1011,1010,8,6,4,21,10,29,0.00,4,,162,Shanghai
2015-9-3,32,27,23,23,20,18,89,66,46,1014,1013,1012,10,7,5,21,11,35,0.00,2,,325,Shanghai
2015-9-4,31,28,25,23,22,20,83,69,55,1014,1012,1009,10,7,4,21,13,40,0.00,1,Rain,128,Shanghai
2015-9-5,30,28,24,25,24,20,100,84,66,1009,1005,1002,10,7,3,32,16,55,0.00,3,Rain,246,Shanghai
2015-9-6,31,27,23,22,21,20,89,75,52,1009,1006,1005,10,9,5,29,18,40,0.00,4,,327,Shanghai
2015-9-7,30,26,22,22,20,18,94,71,48,1012,1010,1008,10,10,10,21,14,32,0.00,4,,5,Shanghai
2015-9-8,30,27,23,21,18,16,88,64,43,1015,1013,1012,10,10,10,21,11,43,0.00,3,,44,Shanghai
2015-9-9,29,26,22,19,16,13,78,57,37,1017,1015,1014,10,10,10,21,11,,0.00,3,,36,Shanghai
2015-9-10,30,25,20,19,16,15,78,59,40,1017,1015,1013,,,,18,8,32,0.00,,,17,Shanghai
2015-9-11,31,26,21,19,17,9,83,59,32,1014,1012,1010,10,10,10,18,8,35,0.00,2,,86,Shanghai
2015-9-12,25,22,19,20,18,14,94,74,60,1018,1015,1012,10,8,3,29,16,,0.00,3,Rain,305,Shanghai
2015-9-13,27,22,17,16,13,10,88,58,39,1020,1019,1017,,,,21,11,35,0.00,,,1,Shanghai
2015-9-14,27,23,20,17,16,14,73,60,47,1019,1018,1017,10,10,10,18,10,40,0.00,2,,111,Shanghai
2015-9-15,24,22,20,20,19,17,94,89,65,1018,1017,1015,10,8,4,18,6,,0.00,5,Rain,25,Shanghai
2015-9-16,25,22,20,20,19,18,94,80,65,1017,1016,1014,10,9,7,29,13,40,0.00,5,,355,Shanghai
2015-9-17,27,23,19,19,17,16,94,70,51,1018,1017,1016,10,9,7,18,11,,0.00,3,,359,Shanghai
2015-9-18,27,23,19,19,17,15,88,66,48,1018,1016,1015,10,10,10,14,8,26,0.00,3,,22,Shanghai
2015-9-19,29,24,21,19,17,13,83,64,39,1016,1014,1012,10,10,10,21,11,40,0.00,1,,40,Shanghai
2015-9-20,26,23,21,19,18,16,78,69,61,1014,1013,1011,10,10,10,18,10,32,0.00,3,,58,Shanghai
2015-9-21,28,24,20,20,17,15,94,66,45,1014,1013,1012,10,9,8,18,10,43,0.00,3,,68,Shanghai
2015-9-22,26,23,22,22,21,17,94,82,65,1013,1012,1010,10,7,4,18,13,29,0.00,5,Rain,119,Shanghai
2015-9-23,27,24,22,22,21,19,100,85,65,1009,1007,1005,10,8,2,32,13,,0.00,5,Rain,275,Shanghai
2015-9-24,29,24,21,21,20,18,94,77,54,1009,1008,1006,10,9,7,21,13,35,0.00,3,,6,Shanghai
2015-9-25,27,24,22,21,19,18,94,74,58,1010,1007,1006,10,9,5,21,11,43,0.00,2,Rain,14,Shanghai
2015-9-26,29,24,20,20,18,15,94,69,42,1013,1011,1010,10,9,5,21,14,40,0.00,2,,28,Shanghai
2015-9-27,28,24,20,19,17,13,94,67,39,1015,1013,1012,10,9,7,26,14,35,0.00,3,,26,Shanghai
2015-9-28,27,23,21,22,20,19,94,81,61,1015,1014,1013,10,9,4,29,16,55,0.00,6,Rain,43,Shanghai
2015-9-29,24,23,22,23,22,21,100,91,83,1017,1016,1014,10,10,2,29,21,47,0.00,8,Rain,68,Shanghai
2015-9-30,30,27,24,25,25,23,100,89,74,1016,1012,1009,10,10,10,26,18,40,0.00,5,Rain,135,Shanghai
2015-10-1,26,22,18,25,18,10,94,78,53,1018,1012,1007,10,9,6,32,19,50,0.00,6,Rain,279,Shanghai
2015-10-2,27,21,15,15,12,10,77,58,39,1019,1017,1016,,,,18,10,,0.00,,,202,Shanghai
2015-10-3,28,23,18,18,16,13,88,68,42,1023,1020,1017,10,10,10,14,6,,0.00,4,,125,Shanghai
2015-10-4,25,21,18,18,17,14,94,75,57,1024,1023,1022,10,10,8,21,11,29,0.00,2,Rain,92,Shanghai
2015-10-5,20,19,18,18,17,15,94,88,78,1024,1022,1020,10,9,4,14,6,32,0.00,6,Rain,79,Shanghai
2015-10-6,25,22,19,19,17,16,94,76,57,1020,1019,1017,10,10,10,18,10,,0.00,5,,90,Shanghai
2015-10-7,24,22,21,18,17,14,83,70,57,1017,1014,1012,10,10,10,26,16,,0.00,5,Rain,116,Shanghai
2015-10-8,21,19,18,18,17,15,94,83,68,1017,1013,1011,10,9,7,21,14,29,0.00,6,Rain,55,Shanghai
2015-10-9,25,21,17,17,16,14,94,76,54,1016,1015,1013,10,8,3,18,11,,0.00,2,,288,Shanghai
2015-10-10,25,20,15,15,11,7,94,60,32,1019,1015,1012,7,6,5,35,13,,0.00,,,272,Shanghai
2015-10-11,22,18,14,12,6,0,77,47,25,1022,1020,1019,10,10,10,21,11,,0.00,1,,299,Shanghai
2015-10-12,24,18,12,11,7,4,88,51,29,1024,1023,1021,8,6,5,18,5,,0.00,,,312,Shanghai
2015-10-13,25,19,13,13,9,5,82,55,29,1025,1023,1021,8,6,4,11,5,,0.00,,,256,Shanghai
2015-10-14,24,19,15,14,11,5,88,59,31,1022,1020,1019,6,5,4,18,6,,0.00,,,124,Shanghai
2015-10-15,27,21,16,16,14,12,83,64,42,1020,1018,1017,,,,14,8,,0.00,,,131,Shanghai
2015-10-16,27,22,17,18,15,10,94,69,46,1020,1019,1017,10,8,6,14,6,35,0.00,3,,97,Shanghai
2015-10-17,26,21,16,17,13,10,88,63,36,1021,1019,1018,8,8,8,18,8,35,0.00,,,78,Shanghai
2015-10-18,25,20,16,17,14,12,94,66,44,1021,1019,1018,10,9,5,18,8,40,0.00,4,,62,Shanghai
2015-10-19,26,21,16,17,14,12,88,67,44,1019,1016,1014,10,10,7,21,10,29,0.00,5,,43,Shanghai
2015-10-20,26,21,17,17,16,15,88,71,51,1016,1014,1013,10,9,8,21,10,43,0.00,3,,89,Shanghai
2015-10-21,26,21,16,18,16,14,94,70,47,1018,1016,1015,10,10,10,18,10,35,0.00,3,,64,Shanghai
2015-10-22,27,22,17,19,17,15,94,74,51,1019,1018,1016,10,7,3,18,10,35,0.00,3,,53,Shanghai
2015-10-23,26,21,17,19,17,16,94,75,57,1019,1017,1016,10,9,5,14,10,32,0.00,3,,77,Shanghai
2015-10-24,27,23,19,20,18,16,100,77,58,1021,1019,1017,10,8,4,21,10,35,0.00,3,,68,Shanghai
2015-10-25,24,21,18,18,16,15,94,76,61,1023,1021,1019,10,8,3,18,11,32,0.00,4,,54,Shanghai
2015-10-26,26,22,19,20,17,14,88,74,61,1020,1016,1014,10,9,4,21,13,,0.00,3,Rain,126,Shanghai
2015-10-27,22,18,14,20,12,7,100,72,49,1022,1018,1014,10,6,3,32,19,50,0.00,6,Rain-Thunderstorm,298,Shanghai
2015-10-28,21,16,11,11,7,3,88,56,31,1023,1022,1021,10,10,10,11,6,,0.00,,Rain,339,Shanghai
2015-10-29,18,16,14,15,13,11,100,88,64,1023,1021,1020,10,7,4,26,13,35,0.00,8,Rain,30,Shanghai
2015-10-30,18,17,15,15,11,7,100,72,55,1030,1026,1023,10,9,6,29,18,43,0.00,5,Rain,5,Shanghai
2015-10-31,19,16,13,11,8,6,82,60,43,1031,1029,1028,10,10,10,21,16,32,0.00,,Rain,11,Shanghai
2015-11-1,15,13,12,13,11,10,100,88,77,1028,1026,1024,10,7,4,21,10,,0.00,6,Rain,315,Shanghai
2015-11-2,18,14,10,10,7,3,94,65,37,1027,1026,1025,8,5,3,18,10,,0.00,,,298,Shanghai
2015-11-3,20,14,9,12,10,7,93,71,46,1028,1027,1025,10,5,3,18,5,35,0.00,3,,99,Shanghai
2015-11-4,20,18,15,18,15,11,94,83,68,1026,1024,1022,10,6,2,21,10,,0.00,6,Rain,121,Shanghai
2015-11-5,25,21,18,19,18,17,100,87,69,1023,1020,1019,10,6,1,14,6,,0.00,5,Rain,132,Shanghai
2015-11-6,26,23,20,21,20,19,94,87,69,1020,1018,1016,10,9,5,26,16,,0.00,3,Rain,137,Shanghai
2015-11-7,27,21,15,23,19,13,94,90,74,1019,1016,1014,10,6,3,26,14,,0.00,5,Rain-Thunderstorm,233,Shanghai
2015-11-8,15,14,12,13,12,11,100,92,88,1022,1020,1019,5,3,2,21,16,,0.00,8,Rain,315,Shanghai
2015-11-9,14,13,11,11,10,8,94,84,72,1027,1024,1021,7,5,3,26,18,,0.00,6,Rain,315,Shanghai
2015-11-10,17,13,9,8,7,6,87,67,52,1028,1026,1025,7,5,4,21,13,32,0.00,1,,357,Shanghai
2015-11-11,19,14,11,10,9,7,82,67,52,1027,1026,1024,10,10,10,21,13,43,0.00,3,,25,Shanghai
2015-11-12,17,16,14,15,13,10,100,88,68,1026,1023,1020,7,4,1,11,8,,0.00,3,Rain,352,Shanghai
2015-11-13,16,14,14,15,13,11,100,89,77,1020,1017,1016,10,6,3,21,11,,0.00,5,Rain,259,Shanghai
2015-11-14,18,16,13,11,9,8,82,71,52,1020,1018,1016,10,5,4,21,14,,0.00,5,Rain,297,Shanghai
2015-11-15,20,16,11,14,11,9,94,73,56,1021,1019,1016,8,5,2,21,6,,0.00,4,,122,Shanghai
2015-11-16,20,18,16,17,16,14,94,87,82,1017,1015,1013,8,5,3,26,14,29,0.00,5,Rain,214,Shanghai
2015-11-17,17,16,14,16,14,13,100,93,88,1019,1017,1015,10,6,3,21,14,35,0.00,8,Rain,26,Shanghai
2015-11-18,17,16,14,16,13,10,94,87,77,1024,1019,1014,10,9,3,26,16,,0.00,6,Rain,8,Shanghai
2015-11-19,15,14,13,13,11,10,94,83,77,1023,1022,1021,10,9,5,14,10,,0.00,7,Rain,18,Shanghai
2015-11-20,16,14,13,14,12,10,94,87,77,1024,1023,1022,10,8,3,18,10,35,0.00,7,Rain,28,Shanghai
2015-11-21,17,16,15,17,16,14,100,96,88,1024,1023,1021,10,5,1,21,8,40,0.00,8,Rain,65,Shanghai
2015-11-22,20,18,17,18,16,15,94,89,78,1024,1022,1021,10,9,6,21,14,35,0.00,7,Rain,90,Shanghai
2015-11-23,19,17,15,18,16,12,100,90,77,1025,1022,1020,10,6,3,26,13,,0.00,7,Rain,336,Shanghai
2015-11-24,16,13,10,13,11,10,100,85,72,1025,1024,1022,10,9,4,26,19,43,0.00,6,Rain,27,Shanghai
2015-11-25,10,8,5,10,4,-1,100,80,65,1027,1025,1024,10,10,10,32,24,47,0.00,6,Rain,314,Shanghai
2015-11-26,5,2,0,-1,-5,-9,70,57,41,1032,1029,1026,10,10,10,35,29,55,0.00,4,,307,Shanghai
2015-11-27,7,2,-2,-5,-7,-10,69,50,29,1032,1030,1028,,,,26,13,,0.00,,,297,Shanghai
2015-11-28,15,10,6,7,0,-5,82,52,29,1030,1028,1026,10,10,10,11,5,,0.00,,Rain,165,Shanghai
2015-11-29,12,10,8,10,9,6,100,92,76,1028,1026,1024,10,5,1,6,5,,0.00,5,Fog-Rain,216,Shanghai
2015-11-30,17,12,7,11,9,7,100,83,59,1026,1024,1023,4,2,0,18,5,43,0.00,3,Fog,52,Shanghai
2015-12-1,18,13,9,12,10,8,100,77,59,1024,1022,1019,10,4,2,21,8,35,0.00,1,,106,Shanghai
2015-12-2,15,12,9,13,9,-1,94,77,50,1025,1020,1018,8,5,2,32,13,,0.00,4,Rain,309,Shanghai
2015-12-3,13,8,4,2,-3,-7,75,46,25,1029,1025,1022,,,,35,18,47,0.00,,,289,Shanghai
2015-12-4,10,7,4,-1,-6,-8,61,42,28,1032,1030,1029,,,,21,14,,0.00,,,303,Shanghai
2015-12-5,9,6,2,3,1,-4,93,73,40,1031,1029,1027,10,6,4,18,5,,0.00,8,Rain,295,Shanghai
2015-12-6,9,6,2,4,3,2,100,82,62,1031,1030,1028,5,4,2,18,10,,0.00,8,Rain,306,Shanghai
2015-12-7,14,8,2,6,4,1,100,76,44,1032,1030,1029,10,6,1,18,6,29,0.00,3,Fog,17,Shanghai
2015-12-8,14,9,4,7,5,3,100,73,51,1033,1031,1029,10,10,10,18,10,35,0.00,4,,57,Shanghai
2015-12-9,15,12,9,13,10,6,100,83,67,1030,1024,1018,10,5,2,18,10,,0.00,7,Rain,70,Shanghai
2015-12-10,13,12,12,13,12,11,100,96,94,1019,1016,1014,5,3,2,29,13,,0.00,8,Rain,292,Shanghai
2015-12-11,12,8,5,11,6,1,94,80,66,1025,1022,1019,10,6,2,26,18,,0.00,6,,340,Shanghai
2015-12-12,13,8,3,6,3,1,87,70,47,1025,1024,1021,10,8,5,14,8,,0.00,4,,10,Shanghai
2015-12-13,10,8,7,8,6,5,93,86,76,1024,1023,1021,8,5,3,21,10,,0.00,8,Rain,340,Shanghai
2015-12-14,10,8,7,5,3,-1,81,68,47,1025,1023,1022,6,4,2,26,14,40,0.00,8,,300,Shanghai
2015-12-15,10,8,6,3,1,-1,71,60,47,1027,1025,1024,5,3,2,26,16,,0.00,,,310,Shanghai
2015-12-16,8,4,2,1,-7,-13,66,43,23,1032,1029,1027,7,5,4,35,21,50,0.00,,,316,Shanghai
2015-12-17,5,2,0,-6,-10,-14,64,40,24,1035,1034,1032,,,,32,19,40,0.00,,,321,Shanghai
2015-12-18,10,4,-2,1,-5,-10,76,53,29,1036,1034,1032,,,,14,8,,0.00,,,357,Shanghai
2015-12-19,11,6,1,5,2,-1,93,68,50,1035,1033,1030,,,,18,10,40,0.00,,,69,Shanghai
2015-12-20,11,9,7,10,8,5,100,90,71,1030,1027,1024,10,5,2,21,10,,0.00,6,Rain,6,Shanghai
2015-12-21,10,8,5,6,4,3,93,81,66,1030,1028,1027,6,4,2,18,11,,0.00,4,,11,Shanghai
2015-12-22,16,11,7,12,9,5,94,85,77,1027,1023,1020,6,5,2,18,6,,0.00,5,Rain,128,Shanghai
2015-12-23,12,10,9,10,8,7,94,87,76,1024,1022,1021,5,2,1,21,14,26,0.00,4,Rain,334,Shanghai
2015-12-24,11,9,8,9,8,7,94,89,76,1026,1022,1020,10,6,3,18,13,35,0.00,7,Rain,14,Shanghai
2015-12-25,10,8,5,7,4,0,93,79,54,1027,1025,1023,5,3,2,18,13,,0.00,2,Rain,290,Shanghai
2015-12-26,14,8,2,7,3,1,100,77,44,1025,1023,1021,8,2,0,18,8,,0.00,6,Fog,208,Shanghai
2015-12-27,12,9,6,7,4,1,87,74,62,1035,1029,1024,10,7,3,32,11,43,0.00,6,Rain,17,Shanghai
2015-12-28,8,6,3,1,-1,-2,81,66,50,1038,1036,1035,10,10,10,21,14,,0.00,4,,1,Shanghai
2015-12-29,11,6,2,2,0,-1,81,66,47,1036,1033,1030,10,9,6,14,6,,0.00,2,,68,Shanghai
2015-12-30,13,8,3,5,3,1,93,70,51,1032,1030,1028,8,6,4,14,5,32,0.00,,,291,Shanghai
2015-12-31,11,7,4,3,1,-4,87,68,37,1036,1034,1031,8,3,1,21,14,,0.00,,,348,Shanghai
2016-1-1,13,7,1,6,2,-1,93,67,44,1035,1031,1026,8,7,7,21,8,,0.00,,,137,Shanghai
2016-1-2,17,13,9,7,4,1,87,61,37,1026,1023,1021,8,6,3,18,8,,0.00,,,222,Shanghai
2016-1-3,16,13,10,9,8,3,88,72,59,1022,1021,1019,7,5,3,6,3,,0.00,5,Rain,195,Shanghai
2016-1-4,15,12,10,11,9,8,94,83,63,1022,1020,1019,7,4,2,18,10,35,0.00,8,Rain,52,Shanghai
2016-1-5,12,10,8,11,8,5,94,87,76,1026,1022,1018,10,8,2,40,23,61,0.00,8,Rain,40,Shanghai
2016-1-6,10,8,7,6,4,3,87,76,66,1029,1026,1024,10,10,7,26,18,,0.00,4,Rain,17,Shanghai
2016-1-7,10,7,3,4,3,1,93,77,62,1030,1028,1027,10,7,4,21,10,,0.00,4,,341,Shanghai
2016-1-8,8,6,4,1,-5,-10,76,49,27,1029,1027,1026,,,,18,14,,0.00,,,354,Shanghai
2016-1-9,11,6,1,-1,-3,-5,81,54,35,1029,1027,1025,8,6,5,14,5,,0.00,,,127,Shanghai
2016-1-10,11,9,8,7,4,-2,87,69,50,1026,1024,1023,10,9,7,18,11,35,0.00,7,Rain,87,Shanghai
2016-1-11,9,7,5,7,5,3,93,86,66,1028,1024,1023,10,8,4,26,18,43,0.00,7,Rain,31,Shanghai
2016-1-12,5,3,2,3,0,-3,87,74,61,1030,1028,1027,10,10,10,21,18,,0.00,6,Rain,348,Shanghai
2016-1-13,4,2,-1,-3,-4,-5,80,68,52,1029,1028,1025,7,5,4,21,16,,0.00,3,,310,Shanghai
2016-1-14,7,3,-1,0,-3,-4,87,68,49,1028,1025,1022,6,4,3,14,8,,0.00,,,287,Shanghai
2016-1-15,11,6,2,1,-2,-9,87,56,27,1023,1021,1019,7,4,3,18,5,26,0.00,,,302,Shanghai
2016-1-16,12,6,1,3,-1,-2,87,61,38,1022,1020,1017,8,6,4,21,6,40,0.00,3,Rain,91,Shanghai
2016-1-17,9,7,4,7,4,2,93,82,66,1020,1016,1014,10,6,2,29,14,,0.00,6,Rain,8,Shanghai
2016-1-18,5,2,0,3,-2,-6,93,71,56,1029,1024,1020,8,5,2,32,18,43,0.00,4,,328,Shanghai
2016-1-19,4,1,-2,-6,-8,-12,74,56,31,1033,1031,1029,8,7,5,21,14,,0.00,,,338,Shanghai
2016-1-20,5,1,-2,1,-4,-8,93,64,49,1034,1031,1029,10,10,10,21,13,35,0.00,4,Rain-Snow,19,Shanghai
2016-1-21,4,3,2,2,1,0,93,90,75,1030,1028,1027,10,9,7,26,16,,0.00,6,Rain-Snow,16,Shanghai
2016-1-22,5,3,1,2,0,-2,100,80,61,1035,1030,1027,10,9,5,29,18,43,0.00,7,Rain-Snow,20,Shanghai
2016-1-23,2,-2,-5,1,-8,-15,93,64,37,1040,1037,1035,10,7,3,43,27,64,0.00,5,Rain-Snow,327,Shanghai
2016-1-24,-4,-6,-7,-10,-16,-19,74,44,31,1042,1040,1038,10,9,6,47,29,68,0.00,5,Snow,304,Shanghai
2016-1-25,2,-2,-6,-9,-13,-16,64,45,26,1041,1037,1034,,,,26,16,,0.00,,,260,Shanghai
2016-1-26,8,1,-5,-4,-8,-10,86,54,27,1034,1032,1030,,,,14,6,,0.00,,,212,Shanghai
2016-1-27,6,4,4,6,2,-5,100,80,52,1030,1028,1026,10,6,3,14,5,26,0.00,8,Rain,90,Shanghai
2016-1-28,8,7,6,8,7,5,100,98,93,1026,1022,1019,7,3,0,18,8,,0.00,8,Fog-Rain,348,Shanghai
2016-1-29,8,6,4,8,5,2,100,92,81,1027,1023,1020,10,8,3,29,18,32,0.00,8,Rain,3,Shanghai
2016-1-30,7,4,2,2,1,0,87,77,61,1032,1028,1026,10,10,10,21,16,35,0.00,5,,359,Shanghai
2016-1-31,6,2,-1,0,-1,-2,100,82,57,1034,1032,1029,10,7,3,29,14,35,0.00,6,Rain-Snow,358,Shanghai
2016-2-1,2,0,-1,0,-3,-6,100,77,56,1036,1034,1032,10,8,4,29,19,40,0.00,5,Snow,340,Shanghai
2016-2-2,6,2,-2,-3,-7,-10,80,57,31,1035,1032,1029,8,8,7,21,14,,0.00,,,331,Shanghai
2016-2-3,8,3,-1,-1,-4,-9,87,61,31,1032,1030,1028,8,5,3,14,6,29,0.00,,,51,Shanghai
2016-2-4,7,3,-1,1,-1,-3,87,75,61,1030,1028,1026,,,,11,5,,0.00,,,30,Shanghai
2016-2-5,10,5,0,-1,-3,-6,93,60,32,1029,1027,1025,8,6,5,18,10,,0.00,,,315,Shanghai
2016-2-6,7,3,1,-1,-6,-10,87,51,29,1031,1030,1028,10,7,7,32,16,43,0.00,,Snow,331,Shanghai
2016-2-7,10,4,-2,-3,-7,-11,86,49,22,1030,1025,1022,8,7,7,26,8,32,0.00,,,230,Shanghai
2016-2-8,15,7,-1,0,-3,-7,86,50,22,1024,1022,1019,8,8,7,21,8,40,0.00,,,202,Shanghai
2016-2-9,21,11,2,3,0,-2,87,50,25,1023,1021,1020,,,,14,6,,0.00,,,162,Shanghai
2016-2-10,21,14,8,10,5,-2,77,56,33,1020,1018,1016,10,10,10,29,16,,0.00,6,,143,Shanghai
2016-2-11,20,17,13,16,13,10,94,87,73,1017,1014,1012,10,8,5,26,21,,0.00,5,Rain,142,Shanghai
2016-2-12,23,18,14,15,14,12,100,85,61,1014,1012,1008,7,3,1,18,13,,0.00,6,Fog,128,Shanghai
2016-2-13,16,12,6,15,10,3,94,87,76,1021,1011,1005,10,7,4,40,18,55,0.00,5,Rain,262,Shanghai
2016-2-14,6,3,1,3,-3,-9,87,63,39,1032,1026,1021,10,10,10,40,31,55,0.00,5,Rain,332,Shanghai
2016-2-15,6,2,-1,-6,-9,-12,60,43,27,1032,1030,1027,,,,29,19,47,0.00,,,299,Shanghai
2016-2-16,11,6,0,-4,-7,-10,70,45,24,1030,1027,1024,,,,29,13,43,0.00,,,263,Shanghai
2016-2-17,12,6,0,-1,-6,-10,75,44,24,1029,1027,1026,,,,14,6,,0.00,,,249,Shanghai
2016-2-18,16,10,4,2,-2,-5,81,48,23,1027,1024,1021,,,,18,10,29,0.00,,,182,Shanghai
2016-2-19,11,9,7,8,4,0,87,71,54,1027,1024,1022,8,8,7,21,8,40,0.00,,Rain,76,Shanghai
2016-2-20,12,8,5,4,-4,-10,76,47,21,1030,1028,1025,8,7,5,32,18,43,0.00,,,347,Shanghai
2016-2-21,12,7,3,3,-1,-5,81,57,33,1031,1029,1028,10,10,10,26,11,32,0.00,,Rain,126,Shanghai
2016-2-22,8,7,5,6,4,1,93,85,62,1030,1028,1025,10,9,6,26,16,,0.00,5,Rain,84,Shanghai
2016-2-23,10,8,6,5,3,2,93,78,62,1036,1032,1029,10,9,4,26,16,,0.00,5,,3,Shanghai
2016-2-24,9,7,4,2,-2,-6,76,57,40,1039,1037,1035,10,9,6,26,18,32,0.00,3,,26,Shanghai
2016-2-25,12,7,2,0,-2,-4,75,57,38,1038,1036,1033,,,,21,10,,0.00,,,142,Shanghai
2016-2-26,17,11,5,5,3,0,81,62,37,1033,1029,1025,8,7,7,21,13,,0.00,,,167,Shanghai
2016-2-27,20,13,6,7,4,0,93,58,26,1026,1024,1022,8,8,8,21,11,,0.00,,,186,Shanghai
2016-2-28,21,13,7,8,4,2,76,61,30,1031,1024,1021,7,6,4,40,19,58,0.00,5,,252,Shanghai
2016-2-29,12,7,3,2,-3,-6,76,53,28,1034,1032,1031,10,8,6,29,19,40,0.00,1,,350,Shanghai
2016-3-1,12,6,1,2,-3,-6,71,52,33,1033,1029,1027,,,,18,10,,0.00,,,115,Shanghai
2016-3-2,18,12,6,7,4,2,87,65,42,1027,1024,1021,8,8,6,21,14,,0.00,,,143,Shanghai
2016-3-3,24,17,10,11,8,7,82,62,34,1022,1019,1017,8,6,5,14,10,,0.00,,,143,Shanghai
2016-3-4,24,19,15,15,12,7,88,68,36,1019,1017,1016,,,,29,14,,0.00,,,142,Shanghai
2016-3-5,26,19,11,15,13,10,94,71,39,1019,1016,1014,8,5,2,26,14,,0.00,5,,164,Shanghai
2016-3-6,12,11,10,10,9,9,100,88,82,1020,1019,1017,6,4,2,26,14,35,0.00,6,,56,Shanghai
2016-3-7,21,16,10,12,11,9,100,83,56,1018,1016,1013,8,4,1,26,11,35,0.00,6,,128,Shanghai
2016-3-8,13,9,6,11,8,4,100,91,87,1020,1016,1013,10,7,3,43,21,61,0.00,5,Rain-Thunderstorm,49,Shanghai
2016-3-9,7,6,4,4,1,-2,93,71,57,1029,1025,1020,10,10,10,35,29,50,0.00,6,Rain,28,Shanghai
2016-3-10,7,3,1,0,-3,-6,87,59,43,1032,1030,1029,10,10,10,29,23,43,0.00,3,Rain,348,Shanghai
2016-3-11,11,6,0,-2,-5,-9,80,51,26,1031,1028,1025,,,,18,6,,0.00,,,255,Shanghai
2016-3-12,12,8,4,4,-1,-4,76,56,41,1026,1023,1019,7,7,7,32,16,47,0.00,,Rain,140,Shanghai
